country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,oil_prod,uranium,reactor
Arganava,Abdul Hamid Muhammad,,38k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Good,last online 4 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,$634 million,,East Indies,,Meagre,http://blocgame.com/rankings.php?subregion=ind,20520 km 2,http://blocgame.com/stats.php?id=62223,,2 Mbbl per month,,
Nurnia,Sen. James Lonsdale,,7k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 84 hours ago,rankings.php?subregion=pac,,6 Hundred Tons per month,$633 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,3059 km 2,http://blocgame.com/stats.php?id=59956,,4 Mbbl per month,,
Bintulu ranger,Bintulu Empire,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 10 hours ago,rankings.php?subregion=sea,,6 Hundred Tons per month,$633 million,,Indochina,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62370,237 Mbbl,2 Mbbl per month,,
KL Lanas,suwey90,http://blocgame.com/alliancestats.php?allianceid=1899,37k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 15 hours ago,rankings.php?subregion=ind,Aseang MMP,5 Hundred Tons per month,$632 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60623,,5 Mbbl per month,,
Valtania,Kelvin D. Makumbi,http://blocgame.com/alliancestats.php?allianceid=1595,40k active personnel,1 ships,First World War surplus,Questionable,2 factories,Elite,last online 3 hours ago,rankings.php?subregion=mex,The High Council,12 Hundred Tons per month,$632 million,alliancestats.php?allianceid=1595,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,23828 km 2,http://blocgame.com/stats.php?id=62525,338 Mbbl,7 Mbbl per month,,
Mont Blanc,Tesco,http://blocgame.com/alliancestats.php?allianceid=1990,38k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 12 hours ago,rankings.php?subregion=ind,Aku punya,9 Hundred Tons per month,$632 million,alliancestats.php?allianceid=1990,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62644,,6 Mbbl per month,,
InderaMalaya,azamnajmi,,20k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 181 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,$630 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62029,,,,
Baconstate,Xeon,http://blocgame.com/alliancestats.php?allianceid=1595,50k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 9 hours ago,rankings.php?subregion=mex,The High Council,3 Hundred Tons per month,$625 million,alliancestats.php?allianceid=1595,Mesoamerica,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=mex,23665 km 2,http://blocgame.com/stats.php?id=62116,,3 Mbbl per month,,
Amrans fans,apaiblues83,http://blocgame.com/alliancestats.php?allianceid=2006,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 8 hours ago,rankings.php?subregion=ara,PooR PeoPle,11 Hundred Tons per month,$625 million,alliancestats.php?allianceid=2006,Arabia,,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,22867 km 2,http://blocgame.com/stats.php?id=62203,5986 Mbbl,10 Mbbl per month,,
Frank Sun,*BTG*,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,2 factories,Poor,last online 23 hours ago,rankings.php?subregion=pac,,14 Hundred Tons per month,$624 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=62455,,7 Mbbl per month,,
Celaka,tintarasaharish,,5k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 132 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,$618 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=62510,,2 Mbbl per month,,
Birawa,Ambross,http://blocgame.com/alliancestats.php?allianceid=1595,47k active personnel,0 ships,First World War surplus,Normal,1 factory,Good,last online 16 hours ago,rankings.php?subregion=con,The High Council,4 Hundred Tons per month,$614 million,alliancestats.php?allianceid=1595,Southern Cone,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=con,34163 km 2,http://blocgame.com/stats.php?id=62536,318 Mbbl,2 Mbbl per month,,
Abah Kau,kakamin,http://blocgame.com/alliancestats.php?allianceid=1899,75k active personnel,11 ships,Second World War surplus,Axis of Evil,3 factories,Good,last online 3 hours ago,rankings.php?subregion=ind,Aseang MMP,10 Hundred Tons per month,$610 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Mediocre,http://blocgame.com/rankings.php?subregion=ind,28445 km 2,http://blocgame.com/stats.php?id=61281,,7 Mbbl per month,,
Llamy,Jimin,http://blocgame.com/alliancestats.php?allianceid=1899,45k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 1 hours ago,rankings.php?subregion=pac,Aseang MMP,2 Hundred Tons per month,$610 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Large,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62335,134 Mbbl,,,
Shenzhen,Violeta,,30k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 80 hours ago,rankings.php?subregion=chi,,5 Hundred Tons per month,$608 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62322,,2 Mbbl per month,,
\\\'Murica,Blob26,,0k active personnel,0 ships,First World War surplus,Questionable,None,Undisciplined Rabble,last online 26 hours ago,rankings.php?subregion=car,,3 Hundred Tons per month,$604 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,9455 km 2,http://blocgame.com/stats.php?id=59539,143 Mbbl,,,
Uneek,Uneeq,,8k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,last online 8 hours ago,rankings.php?subregion=atl,,5 Hundred Tons per month,$602 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16667 km 2,http://blocgame.com/stats.php?id=62570,,5 Mbbl per month,,
Kojastan,Dotar sojat,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 88 hours ago,rankings.php?subregion=pac,,5 Hundred Tons per month,$598 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62395,,2 Mbbl per month,,
natangape,tina,http://blocgame.com/alliancestats.php?allianceid=1899,10k active personnel,0 ships,Second World War surplus,Nice,1 factory,Elite,last online 16 hours ago,rankings.php?subregion=ind,Aseang MMP,5 Hundred Tons per month,$595 million,alliancestats.php?allianceid=1899,East Indies,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ind,19278 km 2,http://blocgame.com/stats.php?id=61600,,5 Mbbl per month,,
Edward Islands,kingjohn500,,18k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 31 hours ago,rankings.php?subregion=pac,,3 Hundred Tons per month,$595 million,,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62524,,3 Mbbl per month,,
Fonz,paul2143,http://blocgame.com/alliancestats.php?allianceid=1568,78k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 30 hours ago,rankings.php?subregion=mes,Brotherhood of Zion,7 Hundred Tons per month,$594 million,alliancestats.php?allianceid=1568,Mesopotamia,Untapped,Large,http://blocgame.com/rankings.php?subregion=mes,27123 km 2,http://blocgame.com/stats.php?id=62230,3682 Mbbl,6 Mbbl per month,,
Sovngarde,Farron47,http://blocgame.com/alliancestats.php?allianceid=1899,39k active personnel,0 ships,First World War surplus,Angelic,1 factory,Elite,online now,rankings.php?subregion=ind,Aseang MMP,10 Hundred Tons per month,$593 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ind,29215 km 2,http://blocgame.com/stats.php?id=62626,364 Mbbl,6 Mbbl per month,,
Montevallinia,Nimm,http://blocgame.com/alliancestats.php?allianceid=1580,36k active personnel,0 ships,Second World War surplus,Isolated,1 factory,Good,last online 29 hours ago,rankings.php?subregion=mex,Brotherhood of Nod,6 Hundred Tons per month,$586 million,alliancestats.php?allianceid=1580,Mesoamerica,Plentiful,Large,http://blocgame.com/rankings.php?subregion=mex,17343 km 2,http://blocgame.com/stats.php?id=39033,,2 Mbbl per month,,
kalee,killer803,,7k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,$586 million,,Persia,Depleted,None,http://blocgame.com/rankings.php?subregion=per,7206 km 2,http://blocgame.com/stats.php?id=61065,,,,
Ira,TheCatOfTens,http://blocgame.com/alliancestats.php?allianceid=1997,33k active personnel,0 ships,First World War surplus,Angelic,1 factory,Good,last online 10 hours ago,rankings.php?subregion=egy,NewerKidsOnTheBloc,10 Hundred Tons per month,$584 million,alliancestats.php?allianceid=1997,Egypt,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=62332,3518 Mbbl,7 Mbbl per month,,
Johor,Helmi Omar,http://blocgame.com/alliancestats.php?allianceid=1382,34k active personnel,0 ships,First World War surplus,Angelic,2 factories,Standard,last online 1 hours ago,rankings.php?subregion=pac,Non-Aligned Movement,7 Hundred Tons per month,$583 million,alliancestats.php?allianceid=1382,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=60442,,5 Mbbl per month,,
condoriano,Kadok_durhaka,,3k active personnel,0 ships,Finest of the 19th century,Normal,2 factories,Undisciplined Rabble,online now,rankings.php?subregion=sea,,4 Hundred Tons per month,$572 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,12200 km 2,http://blocgame.com/stats.php?id=60541,,4 Mbbl per month,,
aladdin1987,deedeedee1987,,31k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=sea,,3 Hundred Tons per month,$569 million,,Indochina,Depleted,None,http://blocgame.com/rankings.php?subregion=sea,10817 km 2,http://blocgame.com/stats.php?id=60877,,1 Mbbl per month,,
indiindus,lakshya,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 175 hours ago,rankings.php?subregion=sea,,4 Hundred Tons per month,$567 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16335 km 2,http://blocgame.com/stats.php?id=62591,,2 Mbbl per month,,
zener diode,zdiode1,,82k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=chi,,46 Hundred Tons per month,$562 million,,China,,Very Powerful,http://blocgame.com/rankings.php?subregion=chi,28008 km 2,http://blocgame.com/stats.php?id=61908,257 Mbbl,5 Mbbl per month,,
Vethuovania,Tragar,,42k active personnel,0 ships,First World War surplus,Questionable,1 factory,Good,last online 2 hours ago,rankings.php?subregion=sea,,8 Hundred Tons per month,$561 million,,Indochina,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=sea,23781 km 2,http://blocgame.com/stats.php?id=62334,,2 Mbbl per month,,
Arabstan,AxanderTheGreat,,3k active personnel,0 ships,First World War surplus,Gandhi-like,None,Elite,online now,rankings.php?subregion=mes,,2 Hundred Tons per month,$560 million,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,13344 km 2,http://blocgame.com/stats.php?id=61659,,2 Mbbl per month,,
Ussk,Sabariahhisham,,0k active personnel,0 ships,First World War surplus,Gandhi-like,None,Good,last online 16 hours ago,rankings.php?subregion=ara,,4 Hundred Tons per month,$560 million,,Arabia,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=62132,3681 Mbbl,7 Mbbl per month,,
Awoo,resplendent,http://blocgame.com/alliancestats.php?allianceid=1996,52k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,last online 66 hours ago,rankings.php?subregion=gui,States of Obongo,7 Hundred Tons per month,$560 million,alliancestats.php?allianceid=1996,Guinea,Plentiful,None,http://blocgame.com/rankings.php?subregion=gui,22544 km 2,http://blocgame.com/stats.php?id=62267,343 Mbbl,1 Mbbl per month,,
Aaronafeltz,Alex the Red,,82k active personnel,0 ships,Korean War surplus,Gandhi-like,2 factories,Standard,last online 5 hours ago,rankings.php?subregion=con,,18 Hundred Tons per month,$559 million,,Southern Cone,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=con,26416 km 2,http://blocgame.com/stats.php?id=61758,176 Mbbl,4 Mbbl per month,,
hokoo,ovaltine,http://blocgame.com/alliancestats.php?allianceid=1595,124k active personnel,1 ships,Second World War surplus,Gandhi-like,3 factories,Good,last online 11 hours ago,rankings.php?subregion=ara,The High Council,21 Hundred Tons per month,$556 million,alliancestats.php?allianceid=1595,Arabia,Untapped,Large,http://blocgame.com/rankings.php?subregion=ara,36942 km 2,http://blocgame.com/stats.php?id=61111,,55 Mbbl per month,,
Zalkanir,Delkamar,,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 6 hours ago,rankings.php?subregion=chi,,5 Hundred Tons per month,$553 million,,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,23665 km 2,http://blocgame.com/stats.php?id=62483,,1 Mbbl per month,,
Islamia,Hamz the great,http://blocgame.com/alliancestats.php?allianceid=1595,10k active personnel,1 ships,First World War surplus,Gandhi-like,2 factories,Elite,last online 33 hours ago,rankings.php?subregion=ara,The High Council,12 Hundred Tons per month,$548 million,alliancestats.php?allianceid=1595,Arabia,,Mediocre,http://blocgame.com/rankings.php?subregion=ara,15338 km 2,http://blocgame.com/stats.php?id=62111,2454 Mbbl,12 Mbbl per month,,
Triscaria,Triv455,,10k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Poor,last online 70 hours ago,rankings.php?subregion=con,,3 Hundred Tons per month,$545 million,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,16500 km 2,http://blocgame.com/stats.php?id=62313,,,,
Rockstead,ArMaGeDdOn,,50k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,online now,rankings.php?subregion=pac,,11 Hundred Tons per month,$537 million,,Pacific Rim,Near Depletion,None,http://blocgame.com/rankings.php?subregion=pac,19800 km 2,http://blocgame.com/stats.php?id=62622,407 Mbbl,3 Mbbl per month,,
Oppressivistan,Oppressor,http://blocgame.com/alliancestats.php?allianceid=1580,59k active personnel,0 ships,Second World War surplus,Gandhi-like,4 factories,Poor,last online 3 hours ago,rankings.php?subregion=egy,Brotherhood of Nod,16 Hundred Tons per month,$529 million,alliancestats.php?allianceid=1580,Egypt,Plentiful,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61563,2442 Mbbl,20 Mbbl per month,,
Androzia,Androz,http://blocgame.com/alliancestats.php?allianceid=1401,53k active personnel,0 ships,Second World War surplus,Angelic,3 factories,Elite,last online 3 hours ago,rankings.php?subregion=atl,The Federal Colonies,2 Hundred Tons per month,$527 million,alliancestats.php?allianceid=1401,Atlas,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=atl,32069 km 2,http://blocgame.com/stats.php?id=61584,,50 Mbbl per month,,
land1,land1,,63k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 5 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,$526 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,24519 km 2,http://blocgame.com/stats.php?id=61830,,2 Mbbl per month,,
RadYugoslavija,Cobraaahhh1,http://blocgame.com/alliancestats.php?allianceid=1595,8k active personnel,0 ships,First World War surplus,Normal,1 factory,Elite,online now,rankings.php?subregion=pac,The High Council,12 Hundred Tons per month,$520 million,alliancestats.php?allianceid=1595,Pacific Rim,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=pac,24048 km 2,http://blocgame.com/stats.php?id=62615,,8 Mbbl per month,,
Kredik Shaw,Straff Venture,http://blocgame.com/alliancestats.php?allianceid=1595,242k active personnel,27 ships,Korean War surplus,Angelic,8 factories,Good,last online 10 hours ago,rankings.php?subregion=egy,The High Council,59 Hundred Tons per month,$511 million,alliancestats.php?allianceid=1595,Egypt,,Very Powerful,http://blocgame.com/rankings.php?subregion=egy,82383 km 2,http://blocgame.com/stats.php?id=60650,10582 Mbbl,70 Mbbl per month,,
hellsssss,meh553,,41k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,$510 million,,Atlas,,None,http://blocgame.com/rankings.php?subregion=atl,13362 km 2,http://blocgame.com/stats.php?id=61064,,,,
Teganu Castle,Somebody,,41k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Standard,last online 15 hours ago,rankings.php?subregion=ind,,7 Hundred Tons per month,$509 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,23665 km 2,http://blocgame.com/stats.php?id=62472,446 Mbbl,5 Mbbl per month,,
Banjica,Stjepan Filipovic,http://blocgame.com/alliancestats.php?allianceid=1393,86k active personnel,4 ships,Korean War surplus,Gandhi-like,1 factory,Elite,last online 7 hours ago,rankings.php?subregion=pac,BAMF,5 Hundred Tons per month,$508 million,alliancestats.php?allianceid=1393,Pacific Rim,,Very Powerful,http://blocgame.com/rankings.php?subregion=pac,32650 km 2,http://blocgame.com/stats.php?id=60675,,5 Mbbl per month,,
Kamikazie,kamikazie,http://blocgame.com/alliancestats.php?allianceid=1644,39k active personnel,0 ships,First World War surplus,Angelic,None,Elite,last online 17 hours ago,rankings.php?subregion=sub,Inter/pol/,4 Hundred Tons per month,$506 million,alliancestats.php?allianceid=1644,The Subcontinent,Near Depletion,Mediocre,http://blocgame.com/rankings.php?subregion=sub,18542 km 2,http://blocgame.com/stats.php?id=61783,,3 Mbbl per month,,
semerah padi,azrilahm,,22k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,online now,rankings.php?subregion=ind,,6 Hundred Tons per month,$504 million,,East Indies,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62389,214 Mbbl,4 Mbbl per month,,
Blyadstvo,BorisBlyads,http://blocgame.com/alliancestats.php?allianceid=1595,128k active personnel,2 ships,Korean War surplus,Gandhi-like,3 factories,Poor,last online 18 hours ago,rankings.php?subregion=chi,The High Council,17 Hundred Tons per month,$503 million,alliancestats.php?allianceid=1595,China,Untapped,Large,http://blocgame.com/rankings.php?subregion=chi,98366 km 2,http://blocgame.com/stats.php?id=59981,679 Mbbl,4 Mbbl per month,,
Kangkong,MaslanJibby,http://blocgame.com/alliancestats.php?allianceid=1580,10k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Undisciplined Rabble,online now,rankings.php?subregion=pac,Brotherhood of Nod,6 Hundred Tons per month,$503 million,alliancestats.php?allianceid=1580,Pacific Rim,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=pac,20700 km 2,http://blocgame.com/stats.php?id=62468,,5 Mbbl per month,,
Gunung Lang,DeCarlos,http://blocgame.com/alliancestats.php?allianceid=1899,105k active personnel,2 ships,Second World War surplus,Gandhi-like,4 factories,Poor,last online 30 hours ago,rankings.php?subregion=ind,Aseang MMP,14 Hundred Tons per month,$501 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Large,http://blocgame.com/rankings.php?subregion=ind,20398 km 2,http://blocgame.com/stats.php?id=61936,,6 Mbbl per month,,
Swedeinstan,The_Real_Taylor_Swift,http://blocgame.com/alliancestats.php?allianceid=1393,2k active personnel,0 ships,Second World War surplus,Normal,2 factories,Undisciplined Rabble,last online 137 hours ago,rankings.php?subregion=ara,BAMF,2 Hundred Tons per month,$500 million,alliancestats.php?allianceid=1393,Arabia,Untapped,Somewhat Large,http://blocgame.com/rankings.php?subregion=ara,11749 km 2,http://blocgame.com/stats.php?id=39005,,10 Mbbl per month,,
Rosmah,Najib Razak,,115k active personnel,0 ships,Korean War surplus,Gandhi-like,4 factories,Standard,last online 28 hours ago,rankings.php?subregion=ind,,8 Hundred Tons per month,$497 million,,East Indies,Untapped,Very Powerful,http://blocgame.com/rankings.php?subregion=ind,18095 km 2,http://blocgame.com/stats.php?id=60590,,9 Mbbl per month,,
Khorasan Razavi,Shervin Mortazavi Shah,http://blocgame.com/alliancestats.php?allianceid=2014,18k active personnel,0 ships,First World War surplus,Gandhi-like,None,Standard,last online 120 hours ago,rankings.php?subregion=per,Shia Crescent,2 Hundred Tons per month,$493 million,alliancestats.php?allianceid=2014,Persia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62612,,1 Mbbl per month,,
pengkalan chepa,sultan pali,,2k active personnel,0 ships,First World War surplus,Normal,None,Undisciplined Rabble,last online 5 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,$489 million,,East Indies,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=ind,8890 km 2,http://blocgame.com/stats.php?id=60742,120 Mbbl,1 Mbbl per month,,
sandshark,sandshark,,20k active personnel,0 ships,First World War surplus,Angelic,None,Good,last online 2 hours ago,rankings.php?subregion=congo,,8 Hundred Tons per month,$482 million,,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62581,452 Mbbl,2 Mbbl per month,,
the Red Hammer,TheFrenchComrade,,20k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Poor,last online 3 hours ago,rankings.php?subregion=saf,,6 Hundred Tons per month,$481 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62527,410 Mbbl,3 Mbbl per month,,
Mauretania,Ledesma,,7k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Poor,last online 125 hours ago,rankings.php?subregion=atl,,4 Hundred Tons per month,$479 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16581 km 2,http://blocgame.com/stats.php?id=62523,1937 Mbbl,2 Mbbl per month,,
constania,Comrade,,25k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 65 hours ago,rankings.php?subregion=congo,,7 Hundred Tons per month,$478 million,,Congo,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62606,54 Mbbl,4 Mbbl per month,,
Pencils,Pencil Person,http://blocgame.com/alliancestats.php?allianceid=1564,43k active personnel,1 ships,Korean War surplus,Normal,3 factories,Elite,last online 31 hours ago,rankings.php?subregion=gra,SPQR,14 Hundred Tons per month,$477 million,alliancestats.php?allianceid=1564,Gran Colombia,,None,http://blocgame.com/rankings.php?subregion=gra,13109 km 2,http://blocgame.com/stats.php?id=50538,,14 Mbbl per month,,
Raizar,Far-Han,,43k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 16 hours ago,rankings.php?subregion=sub,,5 Hundred Tons per month,$472 million,,The Subcontinent,Untapped,Small,http://blocgame.com/rankings.php?subregion=sub,23828 km 2,http://blocgame.com/stats.php?id=62443,440 Mbbl,4 Mbbl per month,,
Kulunkjin,Areum ling,,31k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Elite,last online 23 hours ago,rankings.php?subregion=pac,,7 Hundred Tons per month,$472 million,,Pacific Rim,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62604,,6 Mbbl per month,,
rusua,dark__Warrior,,32k active personnel,0 ships,First World War surplus,Gandhi-like,1 factory,Good,last online 9 hours ago,rankings.php?subregion=pac,,14 Hundred Tons per month,$472 million,,Pacific Rim,Plentiful,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62632,219 Mbbl,3 Mbbl per month,,
Mak_kau,Apai_d_phoenix,http://blocgame.com/alliancestats.php?allianceid=1899,40k active personnel,0 ships,First World War surplus,Questionable,2 factories,Good,online now,rankings.php?subregion=ind,Aseang MMP,20 Hundred Tons per month,$472 million,alliancestats.php?allianceid=1899,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,24000 km 2,http://blocgame.com/stats.php?id=62692,975 Mbbl,4 Mbbl per month,,
MembumiHangus,Hambikko,http://blocgame.com/alliancestats.php?allianceid=1899,40k active personnel,0 ships,Second World War surplus,Gandhi-like,1 factory,Standard,last online 8 hours ago,rankings.php?subregion=ind,Aseang MMP,9 Hundred Tons per month,$466 million,alliancestats.php?allianceid=1899,East Indies,,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62424,155 Mbbl,5 Mbbl per month,,
Victorhelm,Vijay,,6k active personnel,0 ships,Finest of the 19th century,Gandhi-like,None,Standard,last online 166 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,$466 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=62611,,,,
Nahrin,Mahzuz Al-Qanun,,8k active personnel,0 ships,Second World War surplus,Normal,None,Standard,last online 4 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,$465 million,,East Indies,,Small,http://blocgame.com/rankings.php?subregion=ind,15575 km 2,http://blocgame.com/stats.php?id=62160,350 Mbbl,2 Mbbl per month,,
Mawlid,rotazairo,http://blocgame.com/alliancestats.php?allianceid=1899,22k active personnel,0 ships,Finest of the 19th century,Gandhi-like,1 factory,Undisciplined Rabble,last online 141 hours ago,rankings.php?subregion=sea,Aseang MMP,3 Hundred Tons per month,$465 million,alliancestats.php?allianceid=1899,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62403,28 Mbbl,3 Mbbl per month,,
halta,deathgodtrue111,,2k active personnel,0 ships,First World War surplus,Good,None,Undisciplined Rabble,last online 20 hours ago,rankings.php?subregion=eaf,,2 Hundred Tons per month,$464 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,13614 km 2,http://blocgame.com/stats.php?id=61075,,,,
4g93,kadafi,,59k active personnel,0 ships,Second World War surplus,Gandhi-like,2 factories,Standard,last online 1 hours ago,rankings.php?subregion=pac,,7 Hundred Tons per month,$462 million,,Pacific Rim,Near Depletion,Meagre,http://blocgame.com/rankings.php?subregion=pac,16058 km 2,http://blocgame.com/stats.php?id=62122,,9 Mbbl per month,,
sightline,final6,,7k active personnel,0 ships,Second World War surplus,Gandhi-like,None,Poor,last online 20 hours ago,rankings.php?subregion=gui,,2 Hundred Tons per month,$455 million,,Guinea,Untapped,None,http://blocgame.com/rankings.php?subregion=gui,11346 km 2,http://blocgame.com/stats.php?id=61081,,,,
