country,leader,alliance,army_size,navy,equipment,factories,training,last_online,region/_source,alliance/_text,gdp,alliance/_source,region/_text,manpower,airforce,region,territory,pageUrl,oil_reserves,uranium,reactor,reputation
Malayanation,haizaladam93,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 104 hours ago,rankings.php?subregion=ind,,$326 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62001,,,,Angelic
Vice,Vincentry,,22k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 102 hours ago,rankings.php?subregion=congo,,$326 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62005,,,,Angelic
Civilia,Sir_Ranger,http://blocgame.com/alliancestats.php?allianceid=1978,20k active personnel,0 ships,First World War surplus,None,Standard,last online 24 hours ago,rankings.php?subregion=chi,United Soviets,$326 million,alliancestats.php?allianceid=1978,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62017,299 Mbbl,,,Nice
Kazachstan,Kvasnevsky,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 75 hours ago,rankings.php?subregion=atl,,$325 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62050,,,,Nice
GIGIT KERIS,FAITO,http://blocgame.com/alliancestats.php?allianceid=1899,25k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 3 hours ago,rankings.php?subregion=pac,Aseang MMP,$325 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62052,,,,Normal
Ktulu,pupp3tz,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 69 hours ago,rankings.php?subregion=sea,,$325 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62059,,,,Nice
mundu,mundu,http://blocgame.com/alliancestats.php?allianceid=1899,35k active personnel,0 ships,First World War surplus,None,Good,last online 136 hours ago,rankings.php?subregion=pac,Aseang MMP,$324 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61905,43 Mbbl,,,Gandhi-like
Kedah Zabag,Kamarov,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 80 hours ago,rankings.php?subregion=atl,,$324 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62034,,,,Nice
Jopon,Shinsamuro,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 79 hours ago,rankings.php?subregion=ind,,$324 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62038,183 Mbbl,,,Nice
Greenyx,Mr. Greeny,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 54 hours ago,rankings.php?subregion=ind,,$324 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62076,,,,Good
Aaronafeltz,Alex the Red,http://blocgame.com/alliancestats.php?allianceid=1580,39k active personnel,0 ships,First World War surplus,1 factory,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=con,Brotherhood of Nod,$323 million,alliancestats.php?allianceid=1580,Southern Cone,Untapped,Mediocre,http://blocgame.com/rankings.php?subregion=con,20000 km 2,http://blocgame.com/stats.php?id=61758,243 Mbbl,,,Gandhi-like
St. Alexander,John Evergreen,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 98 hours ago,rankings.php?subregion=car,,$323 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62016,,,,Nice
Wykop,Bialkov,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 91 hours ago,rankings.php?subregion=eaf,,$323 million,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,20000 km 2,http://blocgame.com/stats.php?id=62026,,,,Nice
EbinBears,Spr�doSpadre,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 89 hours ago,rankings.php?subregion=mes,,$323 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62030,,,,Nice
Congoth,Reese,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 69 hours ago,rankings.php?subregion=sea,,$323 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62058,,,,Nice
Sefraedan,Newbiedragonslayer,,20k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 165 hours ago,rankings.php?subregion=car,,$322 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=61890,,,,Good
Donatello,Firaun,,5k active personnel,0 ships,First World War surplus,None,Elite,last online 10 hours ago,rankings.php?subregion=egy,,$321 million,,Egypt,,Mediocre,http://blocgame.com/rankings.php?subregion=egy,16243 km 2,http://blocgame.com/stats.php?id=61668,5566 Mbbl,,,Gandhi-like
benj,ben88,,13k active personnel,0 ships,First World War surplus,None,Elite,last online 101 hours ago,rankings.php?subregion=ara,,$321 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,19406 km 2,http://blocgame.com/stats.php?id=62008,,,,Angelic
Quvad,Rhine,,20k active personnel,0 ships,First World War surplus,None,Standard,last online 48 hours ago,rankings.php?subregion=atl,,$321 million,,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62043,2614 Mbbl,,,Nice
Islamia,Hamz the great,,27k active personnel,0 ships,First World War surplus,None,Elite,last online 28 hours ago,rankings.php?subregion=ara,,$321 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62111,3844 Mbbl,,,Normal
Ted cruz,Williamsjung,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 149 hours ago,rankings.php?subregion=mex,,$320 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61933,,,,Questionable
port angela,montza,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 104 hours ago,rankings.php?subregion=car,,$320 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62003,,,,Nice
Costa Dorada,Rigoberto Garc�a,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=car,,$320 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62006,375 Mbbl,,,Angelic
Kumai,encek cox,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 100 hours ago,rankings.php?subregion=ind,,$320 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62009,90 Mbbl,,,Angelic
JuicyJuice,Irie,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 100 hours ago,rankings.php?subregion=ind,,$320 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62010,,,,Angelic
Amitaly,Cpt Vladamir,,22k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 69 hours ago,rankings.php?subregion=mes,,$320 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62054,,,,Good
Penguinoo,ThePenguinov,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 63 hours ago,rankings.php?subregion=ama,,$320 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=62067,,,,Good
Killuminati,Arafat,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 58 hours ago,rankings.php?subregion=car,,$320 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20200 km 2,http://blocgame.com/stats.php?id=62070,398 Mbbl,,,Good
Malaricanu,Hazim Haikal,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 36 hours ago,rankings.php?subregion=ind,Aseang MMP,$320 million,alliancestats.php?allianceid=1899,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62075,,,,Good
Randolph,Clayton Mallow,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 54 hours ago,rankings.php?subregion=sub,,$320 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62078,,,,Good
Sons,Taktyczny,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 53 hours ago,rankings.php?subregion=ara,,$320 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62079,,,,Good
fishball,fishballfish6,,2k active personnel,0 ships,First World War surplus,None,Standard,last online 1 hours ago,rankings.php?subregion=pac,,$319 million,,Pacific Rim,Plentiful,None,http://blocgame.com/rankings.php?subregion=pac,10972 km 2,http://blocgame.com/stats.php?id=61050,,,,Questionable
Greater Gombak,fawked,,15k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 184 hours ago,rankings.php?subregion=ind,,$319 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61728,,,,Normal
Mesia,Mr.Nafiz Abe,http://blocgame.com/alliancestats.php?allianceid=1899,8k active personnel,0 ships,First World War surplus,1 factory,Poor,last online 10 hours ago,rankings.php?subregion=ind,Aseang MMP,$319 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,16172 km 2,http://blocgame.com/stats.php?id=61782,,,,Nice
sho5ronn,shogokusuhara,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 79 hours ago,rankings.php?subregion=saf,,$319 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62039,,,,Nice
UOIA,SlytherinLibertarian2001,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 4 hours ago,rankings.php?subregion=pac,,$319 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62046,,,,Nice
Who Kingdom,RiverSong,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 44 hours ago,rankings.php?subregion=ama,,$318 million,,Amazonia,Untapped,None,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=62090,484 Mbbl,,,Good
Angles,Badman,,18k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 27 hours ago,rankings.php?subregion=mes,,$318 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62095,,,,Good
penis dick,King Penis,http://blocgame.com/alliancestats.php?allianceid=1815,6k active personnel,0 ships,Finest of the 19th century,1 factory,Undisciplined Rabble,last online 194 hours ago,rankings.php?subregion=chi,Black Ravens Of War,$317 million,alliancestats.php?allianceid=1815,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,5284 km 2,http://blocgame.com/stats.php?id=59087,,,,Normal
Sraka,hotpotatoo,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 170 hours ago,rankings.php?subregion=chi,,$317 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=61874,,,,Normal
aladdin1987,deedeedee1987,,2k active personnel,0 ships,First World War surplus,None,Undisciplined Rabble,last online 1 hours ago,rankings.php?subregion=sea,,$316 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,15800 km 2,http://blocgame.com/stats.php?id=60877,,,,Questionable
Endau,Syazwanjalil,http://blocgame.com/alliancestats.php?allianceid=1899,3k active personnel,0 ships,First World War surplus,1 factory,Elite,last online 5 hours ago,rankings.php?subregion=ind,Aseang MMP,$316 million,alliancestats.php?allianceid=1899,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61932,,,,Gandhi-like
NationalFreedom,Muhammad Ali,,16k active personnel,0 ships,Finest of the 19th century,None,Elite,last online 27 hours ago,rankings.php?subregion=mes,,$316 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62085,,,,Good
Honesty,Fury,,4k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 27 hours ago,rankings.php?subregion=mes,,$316 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62094,,,,Nice
AfganiBoy,CrazyDima,,16k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 28 hours ago,rankings.php?subregion=mes,,$316 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62098,,,,Good
GayRights,CrazyFrog,,8k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 28 hours ago,rankings.php?subregion=ara,,$316 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62099,,,,Good
Kootas,Koorwishon,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 50 hours ago,rankings.php?subregion=car,,$315 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62080,,,,Good
Sliosia,Bryce178,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 46 hours ago,rankings.php?subregion=pac,,$315 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62087,,,,Good
ZombieVille,WarhogZ5,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 44 hours ago,rankings.php?subregion=congo,,$315 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62089,477 Mbbl,,,Good
PULI�A,nim cus te,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 41 hours ago,rankings.php?subregion=ara,,$315 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62096,4992 Mbbl,,,Good
Cikoang,asnol2,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 40 hours ago,rankings.php?subregion=ind,,$315 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62106,,,,Normal
usma liza,muaz,,32k active personnel,0 ships,First World War surplus,2 factories,Undisciplined Rabble,last online 11 hours ago,rankings.php?subregion=ind,,$314 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61634,77 Mbbl,,,Gandhi-like
dowski,robert izzwandowski,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 114 hours ago,rankings.php?subregion=sub,,$314 million,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=61994,,,,Angelic
Greco-Hetalia,Vladamir Ulyvich,http://blocgame.com/alliancestats.php?allianceid=1393,24k active personnel,0 ships,First World War surplus,None,Elite,last online 1 hours ago,rankings.php?subregion=mex,BAMF,$314 million,alliancestats.php?allianceid=1393,Mesoamerica,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62060,,,,Nice
Poweronia,Lord Lowery,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 42 hours ago,rankings.php?subregion=mes,,$314 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62091,1346 Mbbl,,,Good
anonimas,Tadzik �eligowski,,8k active personnel,0 ships,First World War surplus,None,Elite,last online 59 hours ago,rankings.php?subregion=ara,,$313 million,,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,16667 km 2,http://blocgame.com/stats.php?id=61583,,,,Good
SUNGAI KERAK,Nizarudin,http://blocgame.com/alliancestats.php?allianceid=1899,36k active personnel,0 ships,First World War surplus,None,Good,last online 10 hours ago,rankings.php?subregion=ind,Aseang MMP,$313 million,alliancestats.php?allianceid=1899,East Indies,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61710,,,,Angelic
Montserrat,Schmiffii,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 55 hours ago,rankings.php?subregion=car,,$312 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62074,,,,Good
Missouri,Joseph26,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 10 hours ago,rankings.php?subregion=mex,,$312 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62084,,,,Good
Tuaran,Sufrie,,20k active personnel,0 ships,First World War surplus,1 factory,Good,last online 6 hours ago,rankings.php?subregion=pac,,$311 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61828,,,,Gandhi-like
Jon Snow,mateoimperial,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 117 hours ago,rankings.php?subregion=mex,,$311 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=61875,,,,Angelic
Vursia,Lurima Tazzi,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=sea,,$311 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62115,,,,Normal
Baconstate,Xeon,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 5 hours ago,rankings.php?subregion=mex,,$311 million,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,20000 km 2,http://blocgame.com/stats.php?id=62116,,,,Normal
Sea13,Seaman,,12k active personnel,0 ships,First World War surplus,None,Standard,last online 6 hours ago,rankings.php?subregion=pac,,$311 million,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62117,,,,Normal
ConcaiBoncai,fadhli_ayie,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=mes,,$311 million,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=62118,,,,Normal
4g93,kadafi,http://blocgame.com/alliancestats.php?allianceid=1899,31k active personnel,0 ships,First World War surplus,None,Elite,last online 5 hours ago,rankings.php?subregion=pac,Aseang MMP,$311 million,alliancestats.php?allianceid=1899,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,20200 km 2,http://blocgame.com/stats.php?id=62122,,,,Isolated
Aldina,VAAAL,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=car,,$311 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62124,,,,Normal
The Mutualists,Zheng Wen Ling,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,online now,rankings.php?subregion=sea,,$310 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62015,,,,Nice
Haha,haha,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 28 hours ago,rankings.php?subregion=atl,,$310 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62055,2219 Mbbl,,,Normal
Panyu,n2rev78,,30k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 56 hours ago,rankings.php?subregion=sea,,$310 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62073,164 Mbbl,,,Good
Hindusthan,Abhi,http://blocgame.com/alliancestats.php?allianceid=1599,20k active personnel,0 ships,Finest of the 19th century,1 factory,Good,last online 36 hours ago,rankings.php?subregion=sub,Wreckage brothers,$310 million,alliancestats.php?allianceid=1599,The Subcontinent,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=sub,20000 km 2,http://blocgame.com/stats.php?id=62082,,,,Good
Modenez,Amir,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 38 hours ago,rankings.php?subregion=ind,,$310 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62108,,,,Normal
Setarian,Azril,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 6 hours ago,rankings.php?subregion=ara,,$310 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62109,4148 Mbbl,,,Normal
Madisnate,lukya,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 33 hours ago,rankings.php?subregion=sea,,$310 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=62114,,,,Normal
Sultanate,mrnafiz,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 181 hours ago,rankings.php?subregion=ind,,$309 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61776,,,,Normal
rubaya,tzviki,,20k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 171 hours ago,rankings.php?subregion=egy,,$309 million,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20000 km 2,http://blocgame.com/stats.php?id=61872,,,,Gandhi-like
Medinat Yehuda,Matityahu,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 48 hours ago,rankings.php?subregion=ara,,$309 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62083,,,,Good
Ashenforth,Tamacus,,22k active personnel,0 ships,Finest of the 19th century,None,Good,last online 27 hours ago,rankings.php?subregion=waf,,$309 million,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,20000 km 2,http://blocgame.com/stats.php?id=62119,,,,Normal
nateberokmung,ahmadmaslan,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 3 hours ago,rankings.php?subregion=atl,,$308 million,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=62107,2034 Mbbl,,,Normal
Ace,Killuace,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 30 hours ago,rankings.php?subregion=ind,,$308 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62121,,,,Normal
Mad,Madcikui,,12k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 30 hours ago,rankings.php?subregion=pac,,$308 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,19800 km 2,http://blocgame.com/stats.php?id=62123,,,,Normal
Shingon,Shi Quan Yu,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 23 hours ago,rankings.php?subregion=chi,,$308 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,20000 km 2,http://blocgame.com/stats.php?id=62125,,,,Normal
Coopa,Rudolf Hess,,19k active personnel,0 ships,First World War surplus,None,Elite,online now,rankings.php?subregion=saf,,$308 million,,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=62128,,,,Questionable
Legacy,mnaim56,,16k active personnel,0 ships,First World War surplus,None,Elite,last online 183 hours ago,rankings.php?subregion=sea,,$307 million,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,20000 km 2,http://blocgame.com/stats.php?id=61761,,,,Normal
Cantas,Kol Cantas,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 125 hours ago,rankings.php?subregion=pac,,$307 million,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=61983,,,,Gandhi-like
XNS,President XNS,,15k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 7 hours ago,rankings.php?subregion=chi,,$307 million,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19700 km 2,http://blocgame.com/stats.php?id=62112,,,,Questionable
Kyu`ZiXi,kimhanbin,,30k active personnel,0 ships,Finest of the 19th century,None,Poor,last online 31 hours ago,rankings.php?subregion=car,,$307 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62120,,,,Pariah
EnteIsla,Lord Rasta,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 403317 hours ago,rankings.php?subregion=per,,$306 million,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,20000 km 2,http://blocgame.com/stats.php?id=62126,,,,Normal
Zambia,Yambayamba,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 9 hours ago,rankings.php?subregion=congo,,$306 million,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20000 km 2,http://blocgame.com/stats.php?id=62133,,,,Normal
Fumakila,ahjibgor,http://blocgame.com/alliancestats.php?allianceid=1899,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 1 hours ago,rankings.php?subregion=ind,Aseang MMP,$306 million,alliancestats.php?allianceid=1899,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=62139,91 Mbbl,,,Normal
tophill,Kurooki,,15k active personnel,0 ships,Finest of the 19th century,1 factory,Good,last online 40 hours ago,rankings.php?subregion=ind,,$305 million,,East Indies,Untapped,Small,http://blocgame.com/rankings.php?subregion=ind,12598 km 2,http://blocgame.com/stats.php?id=61261,157 Mbbl,,,Angelic
ZeroFounder,ZeroBlack,,19k active personnel,0 ships,First World War surplus,None,Elite,last online 113 hours ago,rankings.php?subregion=ind,,$305 million,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=61984,,,,Questionable
Allah is great,Jan Pawe� II,,25k active personnel,0 ships,First World War surplus,None,Elite,last online 57 hours ago,rankings.php?subregion=car,,$305 million,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=62072,,,,Questionable
Ipoh,QiffahsyII,,20k active personnel,0 ships,Finest of the 19th century,None,Standard,last online 11 hours ago,rankings.php?subregion=ara,,$305 million,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=62127,,,,Normal
