country,leader,alliance,army_size,navy,equipment,reputation,factories,training,last_online,region/_source,alliance/_text,rm_prod,oil_prod,gdp,alliance/_source,oil_reserves,region/_text,manpower,airforce,region,territory,pageUrl,uranium
rio de la plata,karl franz,http://blocgame.com/alliancestats.php?allianceid=2059,9k active personnel,0 ships,Finest of the 19th century,Normal,None,Elite,last online 3 hours ago,rankings.php?subregion=con,The United Nations,4 Hundred Tons per month,2 Mbbl per month,$294 million,alliancestats.php?allianceid=2059,153 Mbbl,Southern Cone,Near Depletion,None,http://blocgame.com/rankings.php?subregion=con,20494 km 2,http://blocgame.com/stats.php?id=63051,
Shanghai,Lon Dyo,http://blocgame.com/alliancestats.php?allianceid=2070,39k active personnel,0 ships,First World War surplus,Normal,None,Elite,online now,rankings.php?subregion=chi,The Nomads,2 Hundred Tons per month,1 Mbbl per month,$294 million,alliancestats.php?allianceid=2070,1 Mbbl,China,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=chi,20598 km 2,http://blocgame.com/stats.php?id=63118,
Alor Janggus,bobit,,39k active personnel,0 ships,First World War surplus,Normal,None,Good,last online 8 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,2 Mbbl per month,$294 million,,2842 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=63141,
Umpauna,Sarsy Parsy,http://blocgame.com/alliancestats.php?allianceid=2039,39k active personnel,0 ships,Finest of the 19th century,Good,None,Good,last online 24 hours ago,rankings.php?subregion=mes,The High Council,2 Hundred Tons per month,,$293 million,alliancestats.php?allianceid=2039,,Mesopotamia,Plentiful,Small,http://blocgame.com/rankings.php?subregion=mes,20201 km 2,http://blocgame.com/stats.php?id=56092,
4g93,kadafi,http://blocgame.com/alliancestats.php?allianceid=2045,39k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 3 hours ago,rankings.php?subregion=pac,The Order,2 Hundred Tons per month,1 Mbbl per month,$293 million,alliancestats.php?allianceid=2045,174 Mbbl; 1 Mbbl,Pacific Rim,Untapped,Small,http://blocgame.com/rankings.php?subregion=pac,20000 km 2,http://blocgame.com/stats.php?id=62122,
Kota Tinggi,ainyzrul,,41k active personnel,0 ships,First World War surplus,Isolated,None,Standard,last online 8 hours ago,rankings.php?subregion=car,,5 Hundred Tons per month,2 Mbbl per month,$293 million,,392 Mbbl,Caribbean,Plentiful,None,http://blocgame.com/rankings.php?subregion=car,20000 km 2,http://blocgame.com/stats.php?id=63120,
Beth Nahrain,Dieu_Roi_Patrie,,25k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 21 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,,$293 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=63125,
Cuckoldery,Taintednight,,34k active personnel,0 ships,Finest of the 19th century,Normal,None,Standard,last online 8 hours ago,rankings.php?subregion=ara,,4 Hundred Tons per month,5 Mbbl per month,$291 million,,3839 Mbbl; 5 Mbbl,Arabia,,Meagre,http://blocgame.com/rankings.php?subregion=ara,20002 km 2,http://blocgame.com/stats.php?id=62700,
whitmanistan,slim,http://blocgame.com/alliancestats.php?allianceid=2045,39k active personnel,0 ships,First World War surplus,Normal,None,Elite,online now,rankings.php?subregion=mes,The Order,2 Hundred Tons per month,,$290 million,alliancestats.php?allianceid=2045,,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,20788 km 2,http://blocgame.com/stats.php?id=36344,
Dutchistan,FrankehW,http://blocgame.com/alliancestats.php?allianceid=2048,30k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 14 hours ago,rankings.php?subregion=ama,Brotherhood of Zion,5 Hundred Tons per month,1 Mbbl per month,$290 million,alliancestats.php?allianceid=2048,97 Mbbl,Amazonia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ama,20000 km 2,http://blocgame.com/stats.php?id=61032,
Schaerve,Maxon Schaerve,,16k active personnel,0 ships,Finest of the 19th century,Normal,None,Poor,last online 11 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$290 million,,66 Mbbl,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,19800 km 2,http://blocgame.com/stats.php?id=63193,
South Assricunt,dudeweed man,http://blocgame.com/alliancestats.php?allianceid=2078,20k active personnel,0 ships,Finest of the 19th century,Questionable,None,Standard,last online 5 hours ago,rankings.php?subregion=saf,Galactic Circlejerk,2 Hundred Tons per month,1 Mbbl per month,$290 million,alliancestats.php?allianceid=2078,426 Mbbl; 1 Mbbl,Southern Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=saf,20000 km 2,http://blocgame.com/stats.php?id=63256,
Huntubuntu,Soviet,http://blocgame.com/alliancestats.php?allianceid=2079,31k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 1 hours ago,rankings.php?subregion=egy,Freedom Legion,2 Hundred Tons per month,1 Mbbl per month,$290 million,alliancestats.php?allianceid=2079,3388 Mbbl,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,20200 km 2,http://blocgame.com/stats.php?id=63290,
Soviet Kekbodia,Wojak Stalin,http://blocgame.com/alliancestats.php?allianceid=2045,1k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 1 hours ago,rankings.php?subregion=pac,The Order,3 Hundred Tons per month,,$290 million,alliancestats.php?allianceid=2045,,Pacific Rim,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=pac,19800 km 2,http://blocgame.com/stats.php?id=63380,
Acirassi,Flexy,http://blocgame.com/alliancestats.php?allianceid=2045,47k active personnel,0 ships,First World War surplus,Normal,None,Standard,online now,rankings.php?subregion=mes,The Order,2 Hundred Tons per month,,$289 million,alliancestats.php?allianceid=2045,,Mesopotamia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=49805,
Dzhokhar,tb12rm,http://blocgame.com/alliancestats.php?allianceid=2042,26k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 14 hours ago,rankings.php?subregion=sea,Interpol,3 Hundred Tons per month,,$289 million,alliancestats.php?allianceid=2042,,Indochina,Untapped,Small,http://blocgame.com/rankings.php?subregion=sea,19800 km 2,http://blocgame.com/stats.php?id=55519,
admiral haz,admiral haz,,48k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 10 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$288 million,,,East Indies,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60473,
KaIfa,kaIfa,http://blocgame.com/alliancestats.php?allianceid=2044,33k active personnel,0 ships,First World War surplus,Good,1 factory,Good,online now,rankings.php?subregion=congo,Aseang MMP,4 Hundred Tons per month,1 Mbbl per month,$288 million,alliancestats.php?allianceid=2044,366 Mbbl,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,20002 km 2,http://blocgame.com/stats.php?id=61737,
Pasir Dengung,Menteri Fasola,http://blocgame.com/alliancestats.php?allianceid=2044,37k active personnel,0 ships,First World War surplus,Good,None,Good,last online 1 hours ago,rankings.php?subregion=atl,Aseang MMP,3 Hundred Tons per month,1 Mbbl per month,$286 million,alliancestats.php?allianceid=2044,4579 Mbbl,Atlas,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=atl,20000 km 2,http://blocgame.com/stats.php?id=60712,
Satan kingdom,alistan1987,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 26 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$286 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16667 km 2,http://blocgame.com/stats.php?id=60809,
anonimas,Tadzik �eligowski,,6k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 15 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,5 Mbbl per month,$285 million,,2046 Mbbl; 5 Mbbl,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16167 km 2,http://blocgame.com/stats.php?id=61583,
Satan kingdom,alistan1987,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 26 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$286 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16667 km 2,http://blocgame.com/stats.php?id=60809,
anonimas,Tadzik �eligowski,,6k active personnel,0 ships,First World War surplus,Questionable,None,Elite,last online 15 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,5 Mbbl per month,$285 million,,2046 Mbbl; 5 Mbbl,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16167 km 2,http://blocgame.com/stats.php?id=61583,
New Nederlands,William Mohamad,http://blocgame.com/alliancestats.php?allianceid=2048,35k active personnel,0 ships,First World War surplus,Good,None,Good,last online 11 hours ago,rankings.php?subregion=ara,Brotherhood of Zion,2 Hundred Tons per month,4 Mbbl per month,$284 million,alliancestats.php?allianceid=2048,2593 Mbbl; 4 Mbbl,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=59454,
Malayantribes,Fir1999,,3k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 8 hours ago,rankings.php?subregion=ind,,4 Hundred Tons per month,,$284 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,19602 km 2,http://blocgame.com/stats.php?id=60721,
gong badang,yusjimmy,http://blocgame.com/alliancestats.php?allianceid=2044,39k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 3 hours ago,rankings.php?subregion=ara,Aseang MMP,6 Hundred Tons per month,,$284 million,alliancestats.php?allianceid=2044,,Arabia,Untapped,Small,http://blocgame.com/rankings.php?subregion=ara,20000 km 2,http://blocgame.com/stats.php?id=61914,
Azhdahagate,Azhdaha_Panzer,http://blocgame.com/alliancestats.php?allianceid=2049,35k active personnel,0 ships,First World War surplus,Good,None,Good,last online 22 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,4 Hundred Tons per month,3 Mbbl per month,$282 million,alliancestats.php?allianceid=2049,3103 Mbbl; 3 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,20000 km 2,http://blocgame.com/stats.php?id=52422,
Enroth,Morglin,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 20 hours ago,rankings.php?subregion=waf,,2 Hundred Tons per month,,$282 million,,,West Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=waf,16667 km 2,http://blocgame.com/stats.php?id=62546,
Bih,Fidel Baneo,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 69 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$281 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=53791,
aladdin1987,deedeedee1987,,14k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 21 hours ago,rankings.php?subregion=sea,,2 Hundred Tons per month,,$281 million,,,Indochina,Untapped,None,http://blocgame.com/rankings.php?subregion=sea,16335 km 2,http://blocgame.com/stats.php?id=60877,
BlackPowers,Declan Power,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 25 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$280 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16500 km 2,http://blocgame.com/stats.php?id=57639,
Butt Munch Land,Butt Munch,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Poor,last online 17 hours ago,rankings.php?subregion=mex,,4 Hundred Tons per month,1 Mbbl per month,$280 million,,151 Mbbl; 1 Mbbl,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16500 km 2,http://blocgame.com/stats.php?id=58540,
Spratly,asy_syakir,http://blocgame.com/alliancestats.php?allianceid=2044,15k active personnel,0 ships,First World War surplus,Normal,None,Elite,last online 5 hours ago,rankings.php?subregion=per,Aseang MMP,5 Hundred Tons per month,1 Mbbl per month,$279 million,alliancestats.php?allianceid=2044,418 Mbbl; 1 Mbbl,Persia,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=per,19406 km 2,http://blocgame.com/stats.php?id=60451,
Parnasus,thesageape,http://blocgame.com/alliancestats.php?allianceid=2049,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 26 hours ago,rankings.php?subregion=mes,Brotherhood of Nod,2 Hundred Tons per month,4 Mbbl per month,$279 million,alliancestats.php?allianceid=2049,3052 Mbbl; 4 Mbbl,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16500 km 2,http://blocgame.com/stats.php?id=62232,
Alamo,linksith,http://blocgame.com/alliancestats.php?allianceid=2059,8k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 3 hours ago,rankings.php?subregion=mes,The United Nations,3 Hundred Tons per month,1 Mbbl per month,$277 million,alliancestats.php?allianceid=2059,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16500 km 2,http://blocgame.com/stats.php?id=40536,
mani,mani,http://blocgame.com/alliancestats.php?allianceid=2064,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,online now,rankings.php?subregion=per,SPQR,4 Hundred Tons per month,2 Mbbl per month,$277 million,alliancestats.php?allianceid=2064,845 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=62912,
hiddenvillage,uzumaki975,http://blocgame.com/alliancestats.php?allianceid=2039,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 3 hours ago,rankings.php?subregion=sub,The High Council,3 Hundred Tons per month,1 Mbbl per month,$275 million,alliancestats.php?allianceid=2039,70 Mbbl,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16172 km 2,http://blocgame.com/stats.php?id=61796,
Mendam Berahi,PG PG PG PG,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 51 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$274 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16172 km 2,http://blocgame.com/stats.php?id=60943,
Qastury,kasturi,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 49 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$274 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16172 km 2,http://blocgame.com/stats.php?id=61699,
ruchanie,sram psa jak sra,,7k active personnel,0 ships,First World War surplus,Questionable,None,Good,last online 11 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$273 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16167 km 2,http://blocgame.com/stats.php?id=63134,
Nautique,wayneeconomist,http://blocgame.com/alliancestats.php?allianceid=2039,22k active personnel,0 ships,First World War surplus,Good,None,Standard,last online 6 hours ago,rankings.php?subregion=sub,The High Council,4 Hundred Tons per month,,$272 million,alliancestats.php?allianceid=2039,,The Subcontinent,Untapped,None,http://blocgame.com/rankings.php?subregion=sub,16335 km 2,http://blocgame.com/stats.php?id=58443,
Stings,Sting,,15k active personnel,0 ships,First World War surplus,Good,None,Good,last online 1 hours ago,rankings.php?subregion=mes,,3 Hundred Tons per month,3 Mbbl per month,$272 million,,3736 Mbbl; 3 Mbbl,Mesopotamia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=mes,16500 km 2,http://blocgame.com/stats.php?id=62660,
Gridland,grid,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 109 hours ago,rankings.php?subregion=eaf,,2 Hundred Tons per month,,$271 million,,,East Africa,Untapped,None,http://blocgame.com/rankings.php?subregion=eaf,16335 km 2,http://blocgame.com/stats.php?id=2917,
...the mongols,Genghis Khan,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 95 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$271 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=40162,
Treehuggers,Treehugger,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 39 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$271 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=42299,
Crybabia,MangyWoodpecker,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 21 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,3 Mbbl per month,$271 million,,2832 Mbbl; 3 Mbbl,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=44880,
rumsod666666,rumsodtest,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 60 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$271 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=48483,
Conwolves,Sinz,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 52 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$271 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=50890,
Camina,Galahad11781,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 85 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$271 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=54055,
Middle Korea,MrGoliath,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 99 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$271 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=57790,
Kongasi,Din Diallo,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 22 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,,$271 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=58832,
Dogenation,dodgingdoge,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 43 hours ago,rankings.php?subregion=per,,2 Hundred Tons per month,,$271 million,,,Persia,Untapped,None,http://blocgame.com/rankings.php?subregion=per,16335 km 2,http://blocgame.com/stats.php?id=59174,
hollywoodundead,batmanthing2222,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 84 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$271 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=59629,
Derpkins,Mr. Derp,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 64 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$271 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=59737,
United Arab,King Punta Cana,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 80 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$271 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=60407,
Banjica,Stjepan Filipovic,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 66 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$271 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60675,
Levinthia,Morpheus,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 53 hours ago,rankings.php?subregion=mex,,2 Hundred Tons per month,,$271 million,,,Mesoamerica,Untapped,None,http://blocgame.com/rankings.php?subregion=mex,16335 km 2,http://blocgame.com/stats.php?id=60720,
Kedahan,Farhan,,29k active personnel,0 ships,First World War surplus,Questionable,None,Standard,last online 5 hours ago,rankings.php?subregion=ind,,3 Hundred Tons per month,2 Mbbl per month,$271 million,,83 Mbbl; 2 Mbbl,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,20000 km 2,http://blocgame.com/stats.php?id=60758,
Kergia,Haidir Hasim,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 83 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$271 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=60940,
Pura Cendana,Tun Nila Utama,,13k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 11 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$271 million,,,Arabia,Untapped,Meagre,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=61462,
WP Kuala Lumpur,Soeharto,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 13 hours ago,rankings.php?subregion=ind,,2 Hundred Tons per month,,$271 million,,,East Indies,Untapped,None,http://blocgame.com/rankings.php?subregion=ind,16335 km 2,http://blocgame.com/stats.php?id=61633,
United-Muslims,Karim,http://blocgame.com/alliancestats.php?allianceid=2064,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 15 hours ago,rankings.php?subregion=mes,SPQR,2 Hundred Tons per month,,$271 million,alliancestats.php?allianceid=2064,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=61674,
Rzechovxlovkia,M.Hariz,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 67 hours ago,rankings.php?subregion=ara,,2 Hundred Tons per month,,$271 million,,,Arabia,Untapped,None,http://blocgame.com/rankings.php?subregion=ara,16335 km 2,http://blocgame.com/stats.php?id=61967,
Polskim,SelectBrony,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 90 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$271 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16335 km 2,http://blocgame.com/stats.php?id=62207,
Zarbia,Gorhonen,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 86 hours ago,rankings.php?subregion=congo,,2 Hundred Tons per month,,$271 million,,,Congo,Untapped,None,http://blocgame.com/rankings.php?subregion=congo,16335 km 2,http://blocgame.com/stats.php?id=62679,
Not a shithole,GrandDaD,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 69 hours ago,rankings.php?subregion=atl,,2 Hundred Tons per month,,$271 million,,,Atlas,Untapped,None,http://blocgame.com/rankings.php?subregion=atl,16335 km 2,http://blocgame.com/stats.php?id=62780,
Conadada,EmperorColt,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 9 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$271 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=62785,
Carneyopia,jcarney23,,8k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 89 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$271 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62896,
Sober,SoberObvald,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 85 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$271 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62902,
Blake pare,kingjuke,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 66 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$271 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=62921,
Emrythl,Maharani,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 54 hours ago,rankings.php?subregion=egy,,2 Hundred Tons per month,,$271 million,,,Egypt,Untapped,None,http://blocgame.com/rankings.php?subregion=egy,16335 km 2,http://blocgame.com/stats.php?id=62948,
Humanz,Gorobets,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 53 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$271 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16335 km 2,http://blocgame.com/stats.php?id=62949,
Bubupooka,Princess Rahalia,http://blocgame.com/alliancestats.php?allianceid=2048,25k active personnel,0 ships,First World War surplus,Good,None,Good,last online 1 hours ago,rankings.php?subregion=saf,Brotherhood of Zion,2 Hundred Tons per month,,$270 million,alliancestats.php?allianceid=2048,,Southern Africa,Plentiful,Meagre,http://blocgame.com/rankings.php?subregion=saf,16172 km 2,http://blocgame.com/stats.php?id=44960,
not my friends,Not my friends,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 48 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$270 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16172 km 2,http://blocgame.com/stats.php?id=53496,
Aminia,WashNats,,7k active personnel,0 ships,First World War surplus,Good,None,Elite,last online 29 hours ago,rankings.php?subregion=car,,2 Hundred Tons per month,,$270 million,,,Caribbean,Untapped,None,http://blocgame.com/rankings.php?subregion=car,16172 km 2,http://blocgame.com/stats.php?id=59913,
Furgesonia,James Furgeson,,6k active personnel,0 ships,Finest of the 19th century,Good,None,Undisciplined Rabble,last online 38 hours ago,rankings.php?subregion=pac,,2 Hundred Tons per month,,$270 million,,,Pacific Rim,Untapped,None,http://blocgame.com/rankings.php?subregion=pac,16335 km 2,http://blocgame.com/stats.php?id=60311,
Kalbulkum,Kabib,,6k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 21 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$270 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16085 km 2,http://blocgame.com/stats.php?id=60799,
Istaq,Ahmaddidat,,9k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 21 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$270 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16085 km 2,http://blocgame.com/stats.php?id=61010,
Zalkanir,Delkamar,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 86 hours ago,rankings.php?subregion=chi,,2 Hundred Tons per month,,$270 million,,,China,Untapped,None,http://blocgame.com/rankings.php?subregion=chi,16172 km 2,http://blocgame.com/stats.php?id=62483,
Leb-Syria,narego27,,7k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 83 hours ago,rankings.php?subregion=mes,,2 Hundred Tons per month,,$270 million,,,Mesopotamia,Untapped,None,http://blocgame.com/rankings.php?subregion=mes,16172 km 2,http://blocgame.com/stats.php?id=62594,
Nova Germania,Rudel,,10k active personnel,0 ships,Finest of the 19th century,Good,None,Standard,last online 86 hours ago,rankings.php?subregion=con,,2 Hundred Tons per month,,$270 million,,,Southern Cone,Untapped,None,http://blocgame.com/rankings.php?subregion=con,16172 km 2,http://blocgame.com/stats.php?id=62901,
